timetag,open,high,low,close,volumn,amount
19940516,597.12,597.12,588.48,592.57,2653975.0,1430441984.00
19940517,592.29,594.98,589.53,592.02,1637435.0,946819008.00
19940518,590.32,591.61,581.73,583.32,1945166.0,828636992.00
19940519,578.80,590.63,576.85,590.54,1231949.0,689524992.00
19940520,592.38,597.72,588.37,594.22,2057304.0,1465319040.00
19940523,594.52,597.15,586.39,587.65,1585670.0,957902976.00
19940524,586.50,590.52,586.50,590.46,1047124.0,657769024.00
19940525,591.23,592.85,585.15,586.76,1076634.0,727299968.00
19940526,586.09,587.16,575.93,577.46,1099491.0,676742976.00
19940527,572.97,574.78,566.37,573.36,1299107.0,803387008.00
19940530,565.63,565.87,543.19,544.26,6412940.0,760582976.00
19940531,538.45,556.28,537.78,556.26,3108228.0,544547008.00
19940601,554.08,556.90,543.88,545.05,2250024.0,595499008.00
19940602,543.30,548.12,543.10,546.58,1835763.0,450403008.00
19940603,547.21,555.39,547.15,548.75,1757666.0,591782016.00
19940606,549.03,549.66,540.99,542.97,1169550.0,376263008.00
19940607,541.16,541.25,527.93,529.76,586253.0,389663008.00
19940608,526.40,535.52,522.85,533.56,805043.0,539956992.00
19940609,534.24,536.89,521.02,523.00,931669.0,725094976.00
19940610,519.84,521.84,512.03,514.54,784703.0,531075008.00
19940613,505.54,505.68,491.61,492.03,707644.0,410019008.00
19940614,492.45,497.80,487.26,490.75,751739.0,429328992.00
19940615,492.84,498.71,491.18,496.11,829897.0,414024992.00
19940616,498.11,506.40,494.94,506.36,797724.0,435822016.00
19940617,509.09,528.45,504.13,527.85,1842022.0,1023187968.00
19940620,523.37,531.11,500.46,502.43,1858213.0,1115201024.00
19940621,498.56,501.24,494.81,498.07,636656.0,372147008.00
19940622,499.14,509.19,499.14,505.18,556087.0,324051008.00
19940623,507.03,507.92,498.57,500.39,624638.0,391212992.00
19940624,499.91,500.50,490.68,492.33,599505.0,354684992.00
19940627,483.45,483.90,471.03,472.10,661367.0,380743008.00
19940628,470.54,472.95,468.77,469.95,387833.0,207516000.00
19940629,472.48,475.38,466.97,468.20,343038.0,192562000.00
19940630,466.35,471.18,458.74,469.29,475173.0,268927008.00
19940701,469.27,469.43,457.51,458.37,528995.0,309436000.00
19940704,446.23,446.86,438.12,438.58,519699.0,277932000.00
19940705,437.64,443.86,436.22,443.61,438989.0,237066000.00
19940706,444.59,445.05,430.77,431.71,562537.0,275081984.00
19940707,428.30,430.58,423.03,425.98,441382.0,239544992.00
19940708,426.25,438.06,425.90,437.75,596502.0,325375008.00
19940711,436.54,436.54,427.08,428.15,660753.0,406679008.00
19940712,427.62,431.15,427.23,429.21,322477.0,159814000.00
19940713,430.55,437.66,430.40,437.62,461652.0,251675008.00
19940714,437.53,440.59,430.57,431.80,790636.0,498112000.00
19940715,431.01,431.05,413.00,413.93,696118.0,369615008.00
19940718,405.61,406.64,397.47,398.96,450040.0,209752992.00
19940719,398.90,403.49,393.06,400.48,388639.0,180248000.00
19940720,401.98,402.59,393.14,393.87,334605.0,167543008.00
19940721,390.94,390.99,380.72,380.90,519747.0,240972992.00
19940722,378.19,378.23,362.29,363.73,782751.0,358380992.00
19940725,357.40,375.39,354.50,375.39,940691.0,426454016.00
19940726,376.76,388.80,372.11,388.75,1693893.0,798568000.00
19940727,387.81,392.17,369.04,371.10,1834646.0,855891968.00
19940728,366.55,367.72,339.04,339.81,1280774.0,567004992.00
19940729,335.45,338.96,325.89,333.92,1183388.0,482767008.00
19940801,394.87,448.91,377.97,445.64,6203991.0,3047689984.00
19940802,451.18,494.81,431.58,432.61,9188949.0,5343157248.00
19940803,438.52,523.03,434.11,522.98,8344837.0,4575472128.00
19940804,558.69,592.98,522.98,562.77,17575995.0,10538591232.00
19940805,579.47,683.04,582.11,683.04,17730586.0,10436570112.00
19940808,720.48,754.67,671.67,711.80,15876782.0,11441736704.00
19940809,715.54,705.08,608.67,621.58,9620500.0,6787230208.00
19940810,619.34,739.66,597.26,739.66,14283869.0,9542153216.00
19940811,765.32,768.08,684.53,689.31,16929738.0,12471932928.00
19940812,676.07,731.02,675.28,689.66,7254857.0,4955083776.00
19940815,671.10,691.22,654.22,665.88,4551259.0,3066074880.00
19940816,670.00,713.90,668.00,693.01,7200028.0,4472109056.00
19940817,703.88,725.04,693.02,725.04,5418758.0,4597870080.00
19940818,734.84,772.32,726.09,748.56,13240724.0,11000313856.00
19940819,750.67,760.27,707.02,713.85,8427972.0,6584195072.00
19940822,680.07,697.55,668.72,681.80,4689260.0,3362148096.00
19940823,694.71,714.62,673.67,714.61,4099113.0,3033231872.00
19940824,718.61,727.41,704.67,705.71,5104219.0,4752954880.00
19940825,704.47,724.15,704.47,722.23,4022221.0,3393620992.00
19940826,728.26,728.76,707.41,707.41,4949756.0,4132016896.00
19940829,716.87,717.95,706.52,710.68,3753917.0,3713521920.00
19940830,715.45,763.07,715.45,756.20,8119895.0,7812270080.00
19940831,771.33,787.22,761.93,785.33,10734819.0,9438548992.00
19940901,785.61,813.42,785.56,790.19,8635737.0,7930485760.00
19940902,796.69,830.20,796.69,830.18,6685557.0,6524259840.00
19940905,871.16,940.76,868.15,940.61,18384264.0,15492987904.00
19940906,973.28,1008.01,936.81,1004.92,14313953.0,15753657344.00
19940907,977.30,1016.38,919.84,931.57,11867308.0,12793026560.00
19940908,967.90,998.55,937.26,972.84,7921545.0,9731151872.00
19940909,982.43,997.67,950.81,962.52,8833818.0,9500711936.00
19940912,996.68,1023.30,981.81,1019.97,8087496.0,9068938240.00
19940913,1036.84,1052.94,1025.10,1033.47,10204500.0,11399002112.00
19940914,1040.95,1041.43,970.69,974.86,8062620.0,7838526976.00
19940915,985.33,991.12,930.62,972.54,4641504.0,5005258240.00
19940916,983.79,992.39,953.99,978.99,5237974.0,5217019904.00
19940919,944.25,970.06,925.83,927.62,4141982.0,3787981056.00
19940920,922.80,933.28,897.38,914.39,3326539.0,3182942976.00
19940921,928.75,969.03,928.75,969.03,3536784.0,3700776960.00
19940922,974.21,974.25,913.94,918.44,4560400.0,4723348992.00
19940923,908.75,912.95,865.93,867.65,4166424.0,4052412928.00
19940926,856.17,884.27,844.32,880.60,2765866.0,2746748928.00
19940927,880.69,886.96,865.24,870.15,2366061.0,2479185920.00
19940928,881.14,913.29,881.93,912.38,3719895.0,3585110016.00
19940929,921.81,922.29,823.05,839.37,3624128.0,3758014976.00
19940930,811.83,835.50,789.64,791.15,3668769.0,3295479040.00
19941005,770.90,775.85,681.87,706.42,3261098.0,2810025984.00
19941006,731.65,736.29,659.89,660.50,2837029.0,2302782976.00
19941007,638.32,759.80,546.79,738.03,6343069.0,5041047040.00
19941010,678.02,727.47,665.74,698.93,5216786.0,4840295936.00
19941011,712.03,721.66,700.02,705.07,2284055.0,1901255936.00
19941012,712.39,725.67,706.56,711.01,2136533.0,1775088000.00
19941013,706.76,706.76,634.67,635.38,3638977.0,2596957952.00
19941014,608.07,666.92,593.05,663.75,3270027.0,2721504000.00
19941017,617.90,633.16,615.50,616.34,1350710.0,1028188992.00
19941018,625.49,630.16,619.11,624.52,898639.0,675017024.00
19941019,631.34,654.06,631.24,652.89,1934321.0,1455494016.00
19941020,663.31,718.99,665.61,718.99,4762116.0,4089370112.00
19941021,730.97,746.90,706.41,712.71,6549281.0,6523713024.00
19941024,741.05,785.95,734.93,785.85,6031524.0,5604239872.00
19941025,794.57,794.85,744.52,744.52,5659518.0,5355786240.00
19941026,725.94,730.80,683.40,686.31,3347931.0,2913320960.00
19941027,682.02,703.62,678.18,703.62,1905228.0,1429673984.00
19941028,695.66,702.92,675.65,677.45,2598664.0,1766982016.00
19941031,648.24,665.10,642.86,654.98,1551624.0,1051577024.00
19941101,667.66,675.66,657.27,673.79,1199615.0,902302016.00
19941102,667.05,672.12,663.77,667.86,1008649.0,636828992.00
19941103,675.32,722.60,675.04,717.36,3411274.0,2974120960.00
19941104,717.61,717.65,664.69,666.77,2777741.0,2250338048.00
19941107,649.14,678.45,648.68,674.67,1213088.0,964966976.00
19941108,707.27,735.83,697.82,709.69,4271396.0,4398732800.00
19941109,691.98,724.72,691.98,723.91,2510967.0,2676883968.00
19941110,738.00,743.22,710.01,711.68,2914388.0,3032841984.00
19941111,725.88,731.16,708.00,731.16,1982480.0,1773734016.00
19941114,731.63,739.56,725.53,733.39,2434357.0,2195111936.00
19941115,717.30,724.39,704.89,705.43,1813599.0,1699880960.00
19941116,704.94,712.38,694.26,706.63,1135136.0,1129399040.00
19941117,707.16,709.89,696.88,697.17,912134.0,932017984.00
19941118,690.66,698.82,685.62,698.81,706662.0,603358016.00
19941121,695.75,703.59,693.94,699.10,345825.0,286604992.00
19941122,702.04,705.25,690.05,692.39,724103.0,618243008.00
19941123,690.98,691.61,676.50,679.61,690297.0,451856000.00
19941124,676.16,684.02,674.65,678.02,583816.0,453761984.00
19941125,697.09,701.31,684.00,685.33,662797.0,603283968.00
19941128,683.83,683.94,677.96,681.49,307181.0,230318000.00
19941129,671.70,687.56,670.61,687.56,393979.0,315889984.00
19941130,687.04,689.96,682.80,683.59,387252.0,350990016.00
19941201,684.02,684.72,680.00,682.30,268981.0,208464000.00
19941202,684.18,685.47,677.60,677.91,338072.0,248128000.00
19941205,674.54,675.42,662.72,663.13,392172.0,269607008.00
19941206,658.94,658.94,648.72,653.98,410698.0,309950016.00
19941207,655.14,658.57,651.37,652.85,252900.0,182390000.00
19941208,653.83,654.65,643.27,643.86,276270.0,189492992.00
19941209,639.75,647.84,635.78,640.67,401992.0,276424992.00
19941212,636.35,636.35,620.47,620.47,344027.0,229148000.00
19941213,632.69,640.13,621.78,636.68,439381.0,333335008.00
19941214,633.06,633.06,624.36,625.21,306808.0,218004000.00
19941215,626.44,671.01,626.42,666.68,1023539.0,824425984.00
19941216,661.38,693.76,657.86,680.23,2095186.0,1900108032.00
19941219,684.62,685.47,653.31,653.37,977391.0,872192000.00
19941220,660.26,674.80,654.88,667.94,1186345.0,1272535040.00
19941221,665.79,691.81,665.51,672.47,2568225.0,2625555968.00
19941222,670.17,676.13,658.12,673.48,1591470.0,1725469952.00
19941223,675.94,695.22,675.91,677.84,3023717.0,3277067008.00
19941226,684.81,689.13,674.90,675.88,1610154.0,1507992064.00
19941227,679.18,681.30,659.34,660.88,1638034.0,1469118976.00
19941228,660.72,662.95,648.23,649.59,982848.0,811876992.00
19941229,651.33,658.29,642.26,645.06,828122.0,781288000.00
19941230,648.04,651.35,643.06,647.87,677709.0,643372992.00
19950103,637.72,647.71,630.53,639.88,234518.0,180692992.00
19950104,641.90,655.51,638.86,653.81,422220.0,306923008.00
19950105,656.20,657.45,645.81,646.89,430123.0,301532992.00
19950106,642.75,643.89,636.33,640.76,487482.0,353758016.00
19950109,637.52,637.55,625.04,625.97,509851.0,398519008.00
19950110,616.16,617.60,607.06,610.30,606925.0,450540992.00
19950111,610.30,615.21,606.92,613.13,362682.0,245044992.00
19950112,612.79,615.47,601.17,602.12,338195.0,242435008.00
19950113,597.32,601.07,583.81,597.84,421523.0,292230016.00
19950116,591.06,591.32,584.88,588.81,373651.0,263008992.00
19950117,591.81,595.02,586.60,587.94,350001.0,203456000.00
19950118,588.53,593.65,586.99,593.64,315663.0,177038000.00
19950119,589.70,593.10,571.36,571.72,417558.0,238203008.00
19950120,566.81,578.53,559.65,571.24,435803.0,270040992.00
19950123,564.86,565.04,553.11,553.44,372177.0,199050000.00
19950124,552.78,559.34,547.38,547.57,391150.0,248539008.00
19950125,550.27,558.58,551.27,555.77,378480.0,241320000.00
19950126,553.91,555.26,551.14,553.10,323391.0,182846000.00
19950127,552.95,564.51,552.93,562.59,558627.0,231154000.00
19950206,559.78,559.84,532.91,533.72,298731.0,169984000.00
19950207,532.11,536.63,524.43,532.49,271755.0,130488000.00
19950208,533.09,537.55,531.22,533.75,267052.0,114006000.00
19950209,533.79,553.36,533.14,553.35,587750.0,250480000.00
19950210,548.77,558.95,540.63,541.38,632978.0,323814016.00
19950213,537.95,550.26,537.05,548.84,435592.0,197024000.00
19950214,549.76,552.85,542.18,548.11,334781.0,150595008.00
19950215,547.83,548.59,542.50,542.84,232116.0,118893000.00
19950216,542.25,542.82,537.21,538.37,322181.0,135403008.00
19950217,537.87,537.91,532.67,533.76,385687.0,198382000.00
19950220,534.57,540.86,534.51,534.96,253105.0,126938000.00
19950221,536.07,541.14,535.97,541.14,263401.0,117104000.00
19950222,541.21,594.81,541.21,594.64,1440033.0,965164032.00
19950223,583.43,608.58,573.40,589.12,1922892.0,1351560960.00
19950224,591.91,594.92,555.20,558.43,1245653.0,879248000.00
19950227,584.02,591.43,559.04,561.27,997645.0,740046016.00
19950228,558.42,558.42,544.06,549.26,495285.0,339832000.00
19950301,548.91,559.48,545.72,556.95,407516.0,298096992.00
19950302,557.50,564.64,553.52,560.85,466527.0,364958016.00
19950303,562.30,580.39,562.30,577.22,1069184.0,881804032.00
19950306,585.24,616.76,582.55,616.30,2031407.0,1582630016.00
19950307,614.73,635.24,597.20,632.96,3210710.0,2513778944.00
19950308,632.95,639.01,616.77,620.80,3050924.0,2172258048.00
19950309,617.22,624.25,604.79,605.59,1623939.0,1329628032.00
19950310,600.45,600.51,583.72,586.29,1250517.0,928328000.00
19950313,596.64,597.18,583.38,586.23,718221.0,559204992.00
19950314,588.18,599.90,586.19,588.24,719495.0,589108992.00
19950315,588.78,591.49,568.60,572.60,668663.0,495072000.00
19950316,570.51,579.88,569.17,579.88,489403.0,359636992.00
19950317,579.62,593.97,577.91,593.52,798196.0,624726976.00
19950320,597.84,604.96,585.15,585.45,1084323.0,895131008.00
19950321,581.80,593.16,581.33,591.95,603102.0,406662016.00
19950322,595.32,613.76,594.41,613.70,1346165.0,1026332032.00
19950323,617.54,620.34,609.15,611.13,1907796.0,1375902976.00
19950324,609.90,613.59,600.56,611.77,979545.0,735833984.00
19950327,618.47,631.70,618.47,629.36,1719001.0,1494080000.00
19950328,625.57,631.83,624.39,626.55,1246656.0,1025804992.00
19950329,624.84,637.35,615.44,637.15,1030425.0,851692992.00
19950330,641.36,645.32,630.05,630.93,1684929.0,1648679040.00
19950331,629.93,648.04,627.23,646.92,1265963.0,1200774016.00
19950403,651.04,660.61,647.43,656.88,2114160.0,1923283968.00
19950404,652.43,660.79,650.82,660.16,1520953.0,1327597056.00
19950405,658.44,664.95,649.30,649.70,1403741.0,1392632064.00
19950406,645.14,659.09,641.83,659.06,1860292.0,1216248960.00
19950407,663.45,677.66,662.74,673.72,3441078.0,2200459008.00
19950410,678.74,681.15,665.11,667.39,2646181.0,1445067008.00
19950411,661.01,665.04,640.35,641.08,3541515.0,1849245056.00
19950412,633.82,649.21,632.77,644.74,1619812.0,1013377984.00
19950413,647.21,651.02,632.41,632.76,1436203.0,1061729024.00
19950414,630.72,640.56,627.04,640.04,1022125.0,715865024.00
19950417,640.17,642.82,628.44,631.26,686729.0,518489984.00
19950418,629.87,634.15,625.13,625.52,576374.0,429679008.00
19950419,625.24,631.59,625.11,631.51,708130.0,550694016.00
19950420,634.04,645.35,634.92,645.20,1092399.0,803729984.00
19950421,646.90,649.22,635.73,635.99,1340573.0,801441984.00
19950424,627.39,630.26,618.13,619.73,977123.0,697945984.00
19950425,617.01,621.53,615.35,619.84,610985.0,429312000.00
19950426,621.12,622.83,601.76,601.83,941409.0,615113984.00
19950427,579.64,598.62,547.21,573.31,1905996.0,1236587008.00
19950428,577.43,582.02,572.32,579.93,938144.0,582196992.00
19950502,576.69,580.28,574.90,579.04,807343.0,281063008.00
19950503,580.79,586.25,580.13,580.38,482472.0,317231008.00
19950504,579.51,580.46,567.93,571.20,480506.0,287305984.00
19950505,569.53,577.45,569.53,574.17,418845.0,250064000.00
19950508,573.12,575.10,568.70,571.51,300239.0,191499008.00
19950509,572.10,579.56,572.10,578.50,363648.0,243982000.00
19950510,577.76,580.75,564.86,565.14,548077.0,331913984.00
19950511,568.75,572.34,566.42,568.06,349024.0,192220992.00
19950512,569.35,593.50,567.89,584.84,106445.0,775368000.00
19950515,583.19,583.40,578.60,582.04,410695.0,304102016.00
19950516,583.17,584.41,578.18,578.85,332583.0,223284000.00
19950517,578.84,582.96,577.14,582.89,242311.0,151195008.00
19950518,741.81,770.82,682.01,763.51,10076101.0,8360267776.00
19950519,768.82,855.81,761.38,855.81,10855267.0,9800152064.00
19950522,919.75,926.41,870.79,897.42,12070917.0,11430288384.00
19950523,791.74,833.69,749.83,750.30,8409161.0,7530103808.00
19950524,761.16,770.14,720.97,741.93,4153473.0,3381596928.00
19950525,747.06,748.23,696.44,696.85,3151448.0,2525230080.00
19950526,681.37,781.34,672.37,727.62,3901339.0,3135774976.00
19950529,719.64,724.01,698.77,710.59,1505885.0,1141234944.00
19950530,712.26,725.80,704.40,711.00,1269182.0,986273984.00
19950531,701.22,706.48,690.71,700.51,1092356.0,815670016.00
19950601,703.72,708.67,702.08,708.67,906974.0,638451008.00
19950602,710.82,722.30,710.50,716.82,1453289.0,1132082048.00
19950605,718.14,718.41,691.01,691.64,1187002.0,902548992.00
19950606,678.37,690.65,675.65,689.13,932597.0,683004992.00
19950607,688.86,716.54,686.88,716.45,1173637.0,803308032.00
19950608,711.18,722.17,693.34,695.93,2143230.0,1484944000.00
19950609,695.70,709.02,695.62,702.62,1337475.0,764648000.00
19950612,696.65,702.17,690.40,698.72,1944173.0,811294016.00
19950613,697.89,702.97,696.83,698.95,1188396.0,532803008.00
19950614,699.32,701.85,684.85,689.22,1103607.0,630675008.00
19950615,685.45,685.46,640.37,646.85,2317091.0,1566258944.00
19950616,638.30,655.34,636.13,646.54,982912.0,623260032.00
19950619,637.58,641.69,634.81,638.96,714114.0,458528992.00
19950620,641.41,647.37,639.49,640.66,779500.0,425159008.00
19950621,640.88,651.81,639.88,651.81,859035.0,453692992.00
19950622,650.85,653.92,642.60,644.47,1063607.0,526356000.00
19950623,643.68,650.82,643.68,650.14,855886.0,483110016.00
19950626,650.91,654.78,647.81,653.40,820606.0,421484992.00
19950627,655.96,659.78,648.84,649.93,1386078.0,694614976.00
19950628,649.28,649.48,643.52,647.64,792094.0,410556992.00
19950629,647.82,650.82,641.57,643.92,799524.0,441036992.00
19950630,641.60,641.60,625.70,630.58,1917740.0,941260032.00
19950703,623.14,623.19,612.92,613.18,1260256.0,662638016.00
19950704,612.24,620.62,610.33,620.62,908399.0,498044992.00
19950705,624.02,637.40,623.98,636.03,1157414.0,694169024.00
19950706,638.03,650.71,631.24,637.77,2040922.0,1260676992.00
19950707,637.48,666.85,636.84,666.78,3066108.0,1775214976.00
19950710,669.06,669.06,660.05,666.24,3409459.0,1866168064.00
19950711,668.77,669.77,648.62,649.19,2245976.0,1212893952.00
19950712,645.85,652.84,645.83,648.91,1134289.0,626467968.00
19950713,649.53,656.15,649.43,656.15,1588228.0,709516992.00
19950714,658.92,662.55,652.36,652.80,1766402.0,778865984.00
19950717,651.95,700.77,651.67,695.45,4618829.0,2557495040.00
19950718,693.97,715.47,686.91,715.47,6692290.0,2819696896.00
19950719,717.47,723.68,688.93,690.98,6698345.0,2984918016.00
19950720,686.56,696.93,681.37,690.30,2763215.0,1289795968.00
19950721,694.10,699.19,686.64,693.56,2876029.0,1330355968.00
19950724,699.84,716.22,699.84,709.92,8588448.0,3497952000.00
19950725,709.72,712.28,699.60,703.58,4677425.0,1850363008.00
19950726,703.29,713.04,690.36,691.12,3705401.0,1745170048.00
19950727,686.90,697.72,686.76,697.72,2246993.0,984080000.00
19950728,699.85,702.97,692.88,695.42,3230925.0,1612268032.00
19950731,699.61,702.44,692.48,695.55,2324125.0,1166742016.00
19950801,697.22,718.24,688.65,715.40,3194201.0,1754646016.00
19950802,721.15,733.86,699.45,699.99,4544828.0,2874145024.00
19950803,699.41,706.65,698.59,703.44,1817123.0,1000376000.00
19950804,707.19,712.54,706.55,709.88,2570341.0,1159268992.00
19950807,708.27,718.54,707.37,718.08,2689043.0,1158315008.00
19950808,724.79,728.51,709.24,712.53,3566226.0,1453947008.00
19950809,711.80,717.55,704.87,717.46,3623220.0,1636068992.00
19950810,718.75,741.32,714.62,735.15,8558366.0,3961152000.00
19950811,736.64,749.53,734.52,744.99,9059357.0,4341420032.00
19950814,759.12,788.16,752.98,776.13,11835226.0,6488543232.00
19950815,773.74,773.74,749.54,751.48,7278627.0,4359385088.00
19950816,752.41,767.71,752.39,767.66,7800190.0,4546992128.00
19950817,775.80,783.22,763.25,769.45,6967108.0,4258415104.00
19950818,772.57,773.23,753.28,757.43,4953518.0,3011030016.00
19950821,752.06,755.44,735.12,739.06,4113199.0,2243599872.00
19950822,738.94,742.92,734.41,739.86,2430887.0,1382577024.00
19950823,741.72,744.39,724.69,729.89,2515786.0,1344994944.00
19950824,728.76,735.42,718.05,733.85,2596307.0,1229308032.00
19950825,733.19,734.51,723.90,727.58,2207277.0,1098327040.00
19950828,724.10,728.68,722.53,725.62,1478849.0,716252032.00
19950829,728.11,741.65,719.87,722.08,2568240.0,1128323968.00
19950830,721.75,725.87,714.04,715.73,1793817.0,782494016.00
19950831,715.56,723.87,711.11,723.87,1882342.0,910793984.00
19950901,726.05,728.85,720.99,728.84,2036533.0,1055225984.00
19950904,731.42,737.94,728.99,737.89,2865883.0,1714946048.00
19950905,743.21,751.58,736.22,739.53,2698624.0,1817252992.00
19950906,738.99,754.20,738.27,753.75,3817502.0,2199471104.00
19950907,758.29,766.03,753.01,753.84,6190180.0,3272557056.00
19950908,753.28,758.18,747.06,751.08,3051478.0,1786790016.00
19950911,756.68,775.45,755.62,775.45,4213794.0,2226745088.00
19950912,791.36,792.54,760.76,763.69,4611117.0,2563080960.00
19950913,764.91,767.12,755.00,763.18,3426015.0,1770296960.00
19950914,765.14,766.06,754.47,758.13,5448405.0,2374285056.00
19950915,756.65,757.89,749.89,755.93,2691833.0,1427072000.00
19950918,757.99,758.18,751.31,757.40,2418002.0,1208713984.00
19950919,761.17,762.18,735.21,736.74,3154083.0,1493266048.00
19950920,730.28,731.54,721.00,726.14,2027674.0,985310976.00
19950921,726.32,731.89,726.25,731.17,1367015.0,727556992.00
19950922,732.07,733.81,727.37,730.01,1074830.0,590275968.00
19950925,730.01,730.01,717.43,723.35,1210792.0,600947008.00
19950926,723.22,729.29,721.79,728.86,1022871.0,503872000.00
19950927,727.47,728.21,707.61,708.46,2608655.0,1380733952.00
19950928,705.02,711.19,699.10,711.19,2068937.0,1034910016.00
19950929,711.91,722.43,711.91,722.43,1922061.0,986697024.00
19951004,724.04,725.20,716.07,717.79,1222045.0,642140032.00
19951005,718.00,724.92,715.64,724.88,1020401.0,561004032.00
19951006,724.88,729.54,718.93,719.96,2323431.0,1243449984.00
19951009,717.99,717.99,704.41,706.29,2345760.0,1174993024.00
19951010,704.55,720.43,703.34,708.63,3995194.0,2674452992.00
19951011,705.56,710.89,700.69,710.89,4139230.0,2585201920.00
19951012,713.25,714.86,703.80,704.40,5487184.0,2927632896.00
19951013,702.49,711.53,693.86,702.98,3929210.0,2946324992.00
19951016,702.13,706.40,696.79,701.34,2591953.0,1648941056.00
19951017,700.86,705.60,698.48,702.40,1888299.0,1136566016.00
19951018,705.72,716.83,705.72,716.83,4273054.0,2326854912.00
19951019,719.76,720.75,700.83,702.79,4527197.0,2636130048.00
19951020,700.33,726.29,697.56,726.29,3221212.0,1894686976.00
19951023,729.76,729.97,718.44,723.09,3877994.0,2354827008.00
19951024,724.79,727.40,720.23,723.57,3116097.0,1828258944.00
19951025,765.21,765.48,740.74,760.41,8046441.0,4649841152.00
19951026,757.11,759.73,731.14,731.47,6377618.0,3024052992.00
19951027,730.96,735.06,721.47,722.37,3579319.0,1924780032.00
19951030,722.86,724.57,719.24,722.78,2513254.0,1273854976.00
19951031,723.43,726.49,715.40,717.32,2733567.0,1717710976.00
19951101,716.46,727.50,712.27,723.39,3035687.0,1645705984.00
19951102,723.96,728.35,719.14,721.70,2050365.0,1116481024.00
19951103,720.79,727.84,720.79,727.79,1921603.0,1162813952.00
19951106,729.04,736.15,728.99,736.15,2477455.0,1392961024.00
19951107,736.90,736.91,728.05,729.69,2034498.0,1196249984.00
19951108,725.33,725.33,708.58,711.61,2553375.0,1328897024.00
19951109,708.58,714.53,700.82,711.20,2051134.0,1253331968.00
19951110,710.75,712.19,708.00,708.76,1328636.0,788713984.00
19951113,705.89,705.92,686.43,688.70,1681681.0,898382976.00
19951114,687.06,691.25,684.47,688.87,1290281.0,690044992.00
19951115,688.50,692.20,680.68,692.20,1705474.0,1106689024.00
19951116,690.11,691.22,681.39,682.44,1483320.0,1044833984.00
19951117,680.08,682.23,675.37,676.19,1233322.0,765756992.00
19951120,671.80,677.11,668.63,674.74,828513.0,525895008.00
19951121,675.18,678.86,675.18,678.42,1173928.0,617953984.00
19951122,678.64,679.34,662.86,663.32,914955.0,555568000.00
19951123,662.61,664.86,657.64,658.37,1017387.0,605080000.00
19951124,656.96,662.05,654.09,659.37,763563.0,465923008.00
19951127,658.08,658.32,644.56,645.03,856620.0,489129984.00
19951128,643.73,652.57,638.31,652.57,959655.0,536753984.00
19951129,652.10,652.10,640.55,641.59,732428.0,408523008.00
19951130,639.51,652.62,632.03,641.14,923616.0,517878016.00
19951201,631.55,639.49,624.93,633.81,921951.0,461736992.00
19951204,632.72,635.73,632.24,634.92,412218.0,215100992.00
19951205,636.43,638.76,635.59,637.22,460212.0,224791008.00
19951206,637.30,637.32,627.85,628.43,641821.0,402152992.00
19951207,628.63,632.37,627.06,631.84,500832.0,299361984.00
19951208,631.95,643.36,631.84,636.78,1458221.0,887022016.00
19951211,636.82,639.29,618.08,619.26,1137729.0,717118016.00
19951212,616.34,633.93,605.09,629.45,1476493.0,928942016.00
19951213,629.84,631.02,613.19,613.80,1433506.0,947331968.00
19951214,613.07,617.86,611.49,614.75,766437.0,455577984.00
19951215,612.60,612.61,601.02,603.89,993696.0,542726016.00
19951218,600.65,600.65,591.51,592.14,809700.0,493260992.00
19951219,592.72,596.35,590.90,592.06,639003.0,358184000.00
19951220,593.51,601.10,593.51,601.04,665901.0,346796000.00
19951221,601.91,606.69,597.23,597.43,957680.0,500460000.00
19951222,596.26,599.71,591.37,594.24,696867.0,353630016.00
19951225,590.76,590.76,579.26,580.03,709792.0,370452992.00
19951226,578.79,580.38,571.43,572.22,548952.0,280809984.00
19951227,571.68,573.87,562.33,570.40,809123.0,391947008.00
19951228,568.77,569.19,555.66,556.82,809372.0,406660992.00
19951229,555.74,561.61,552.84,555.29,822337.0,394447008.00
19960102,550.26,550.26,537.38,537.87,482478.0,223116992.00
19960103,535.23,542.74,530.79,542.42,556192.0,252574000.00
19960104,541.94,558.78,539.86,558.75,2220686.0,729297984.00
19960105,559.03,561.36,536.12,536.37,1386371.0,597185024.00
19960108,533.33,540.04,527.91,539.17,696207.0,287150016.00
19960109,541.35,559.64,540.99,558.62,1894742.0,803436992.00
19960110,552.30,552.31,540.59,547.62,1531535.0,652606016.00
19960111,547.46,552.56,543.12,545.64,1157744.0,496816000.00
19960112,545.23,549.76,541.67,547.11,967429.0,421600000.00
19960115,545.05,551.91,543.83,551.04,919361.0,423648992.00
19960116,551.82,554.90,545.49,547.76,852911.0,362896000.00
19960117,546.21,548.57,535.24,537.31,981153.0,409780992.00
19960118,533.38,533.41,517.30,517.63,1267549.0,559187968.00
19960119,515.00,523.59,512.83,523.51,863912.0,382324000.00
19960122,520.95,521.00,514.16,516.46,682624.0,309451008.00
19960123,515.48,522.41,515.48,519.60,556340.0,251084000.00
19960124,519.94,524.33,519.94,522.63,779977.0,344156000.00
19960125,523.75,538.96,520.74,521.37,2307320.0,941891968.00
19960126,516.44,527.07,515.37,525.57,967330.0,399411008.00
19960129,526.20,530.17,525.49,529.14,1098300.0,485379008.00
19960130,531.30,532.65,525.60,532.57,1153756.0,528944000.00
